level,city,town,name,Life expectancy_2010-2015,Coronary heart disease_2020,Current asthma_2020,Diabetes_2020,High blood pressure_2019,Annual checkup_2020,Dental visit_2020,Health insurance_2020,Current smoking_2020,Sleep <7 hours_2020
tracts,NA,NA,09005310801,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310803,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310804,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005320100,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005320200,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005342100,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005349100,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005349200,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005360100,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005360200,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005360300,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005360400,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005362101,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005362102,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005425300,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005425400,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005425500,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005425600,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007541100,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007541200,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007541300,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007541401,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007541402,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007541600,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007541700,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007542000,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007542100,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007542200,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007550100,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007550201,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007550202,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007560100,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007560200,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007570100,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007570200,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007570300,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007580100,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007585100,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007590100,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007595101,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007595102,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007600100,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007610100,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007610200,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007610400,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007620100,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007630100,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007640100,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007670100,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007670200,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007680100,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09007680200,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009120100,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009120200,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009125100,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009125200,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009125300,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009125400,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009130101,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009130102,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009130200,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140100,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140200,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140300,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140400,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140500,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140600,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140700,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140800,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009140900,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141000,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141100,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141200,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141300,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141400,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141500,71.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141600,73.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141800,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009141900,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142000,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142200,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142300,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142400,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142500,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142601,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142603,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142604,74.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142700,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009142800,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150100,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150200,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150300,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150400,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150500,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150600,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150700,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150800,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009150900,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009151000,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009151100,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009151200,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009154100,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009154200,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009154500,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009154600,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009154700,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009154800,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009154900,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009155000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009157100,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009157200,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009157300,85.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009157400,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009160100,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009160200,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009161100,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165100,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165200,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165300,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165400,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165500,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165600,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165700,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165801,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165802,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009165900,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009166001,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009167100,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009167201,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009167202,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009167300,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170200,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170300,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170400,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170500,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170600,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170700,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170800,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009170900,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171000,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171100,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171200,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171300,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171400,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171500,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171600,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009171700,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175100,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175200,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175300,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175400,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175500,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175600,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175700,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175800,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009175900,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009176000,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009180100,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009180200,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009180300,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009180400,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009180500,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009180601,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009180602,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009184100,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009184200,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009184300,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009184400,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009184500,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009184600,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009186100,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009186200,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009190100,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009190200,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009190301,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009190302,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009190303,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009194100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009194201,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009194202,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009343101,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009343102,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009343200,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009343300,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009343400,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009344200,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009345100,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009345201,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009345202,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009345300,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009345400,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009346101,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009346102,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009347100,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009347200,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009348111,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009348122,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009348123,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009348124,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009348125,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009350100,69.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009350200,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009350300,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009350400,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009350500,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009350800,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009350900,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351000,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351100,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351200,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351300,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351400,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351500,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351601,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351602,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351700,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351800,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009351900,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352000,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352100,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352200,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352300,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352400,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352500,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352600,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352701,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009352702,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009361100,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009361200,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009361300,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009361401,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09009361500,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011650100,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011660101,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011690300,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011690400,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011690500,69.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011690700,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011690800,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011690900,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011693300,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011693400,76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011693500,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011693600,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011693700,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011695201,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011695202,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696100,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696200,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696300,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696400,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696500,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696600,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696700,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011696800,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011697000,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011700100,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011701100,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011701200,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011702100,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011702300,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011702400,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011702500,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011702600,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011702700,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011702800,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011703000,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011705101,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011705102,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011705200,85.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011705300,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011705400,75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011707100,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011708100,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011709100,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011709200,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011710100,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011711100,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011712100,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011713100,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011714101,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011714103,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011714104,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011715100,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011716101,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011716102,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870100,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870200,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870300,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870501,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870502,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870701,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870703,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09011870704,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013526101,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013526102,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013528100,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013529100,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013530100,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013530200,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013530301,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013530302,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09013530400,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
