level,city,town,name,Life expectancy_2010-2015,Any disability_2021,Mobility disability_2021,Coronary heart disease_2021,Current asthma_2021,Diabetes_2021,High blood pressure_2021,Annual checkup_2021,Dental visit_2020,Health insurance_2021,Current smoking_2021,Sleep <7 hours_2020
tract,NA,NA,09001072700,82.1,0.26,0.13,0.06,0.12,0.11,0.31,0.74,0.63,0.12,0.15,0.36
tract,NA,NA,09001072800,81.9,0.31,0.16,0.06,0.13,0.14,0.34,0.75,0.55,0.16,0.19,0.41
tract,NA,NA,09001072900,78,0.23,0.11,0.04,0.12,0.1,0.29,0.73,0.64,0.12,0.14,0.38
tract,NA,NA,09001073000,81.4,0.24,0.12,0.05,0.11,0.1,0.28,0.73,0.67,0.12,0.13,0.35
tract,NA,NA,09001073100,71,0.32,0.18,0.07,0.12,0.14,0.36,0.76,0.58,0.15,0.17,0.36
tract,NA,NA,09001073200,80.6,0.31,0.17,0.07,0.12,0.14,0.34,0.74,0.57,0.15,0.18,0.37
tract,NA,NA,09001073300,73.8,0.32,0.16,0.05,0.13,0.13,0.32,0.73,0.53,0.18,0.2,0.4
tract,NA,NA,09001073400,78,0.28,0.14,0.05,0.12,0.11,0.29,0.72,0.57,0.18,0.18,0.38
tract,NA,NA,09001073500,76.9,0.33,0.16,0.05,0.13,0.13,0.29,0.7,0.5,0.24,0.2,0.39
tract,NA,NA,09001073600,75.6,0.38,0.18,0.05,0.14,0.14,0.3,0.69,0.43,0.3,0.24,0.4
tract,NA,NA,09001073700,77.5,0.33,0.17,0.06,0.13,0.13,0.32,0.72,0.52,0.2,0.2,0.39
tract,NA,NA,09001073800,71.4,0.39,0.19,0.06,0.14,0.15,0.3,0.69,0.41,0.31,0.25,0.41
tract,NA,NA,09001073900,77.6,0.34,0.17,0.06,0.13,0.14,0.31,0.71,0.49,0.26,0.2,0.39
tract,NA,NA,09001074000,76.9,0.34,0.17,0.06,0.13,0.14,0.3,0.71,0.49,0.26,0.19,0.38
tract,NA,NA,09001074300,75.7,0.34,0.17,0.06,0.14,0.14,0.34,0.73,0.5,0.2,0.21,0.41
tract,NA,NA,09001074400,76.9,0.32,0.17,0.05,0.14,0.14,0.34,0.74,0.52,0.18,0.2,0.42
tract,NA,NA,09001080100,78,0.25,0.12,0.05,0.11,0.09,0.28,0.72,0.65,0.12,0.16,0.34
tract,NA,NA,09001080200,79.5,0.22,0.1,0.04,0.11,0.08,0.25,0.71,0.68,0.11,0.14,0.35
tract,NA,NA,09001080400,76.7,0.26,0.13,0.05,0.12,0.11,0.32,0.74,0.63,0.12,0.16,0.38
tract,NA,NA,09001080500,81.9,0.2,0.1,0.06,0.1,0.08,0.28,0.75,0.77,0.05,0.11,0.29
tract,NA,NA,09001080600,81.5,0.22,0.11,0.06,0.1,0.09,0.3,0.75,0.73,0.07,0.11,0.31
tract,NA,NA,09001080700,80.8,0.22,0.1,0.05,0.1,0.08,0.27,0.72,0.71,0.07,0.14,0.32
tract,NA,NA,09001080800,79,0.19,0.09,0.05,0.1,0.07,0.26,0.73,0.75,0.06,0.12,0.31
tract,NA,NA,09001080900,77.9,0.2,0.09,0.05,0.1,0.07,0.26,0.72,0.74,0.07,0.12,0.32
tract,NA,NA,09001081000,76.6,0.25,0.13,0.06,0.11,0.09,0.3,0.74,0.7,0.09,0.14,0.32
tract,NA,NA,09001081100,82.1,0.22,0.11,0.06,0.1,0.08,0.29,0.74,0.74,0.06,0.12,0.31
tract,NA,NA,09001081200,81.1,0.19,0.09,0.05,0.1,0.07,0.27,0.74,0.77,0.05,0.1,0.29
tract,NA,NA,09001081300,83.2,0.24,0.13,0.08,0.1,0.09,0.34,0.79,0.77,0.05,0.09,0.27
tract,NA,NA,09001090100,82.3,0.18,0.09,0.05,0.09,0.07,0.28,0.76,0.8,0.04,0.08,0.27
tract,NA,NA,09001090200,81.5,0.21,0.1,0.06,0.1,0.08,0.29,0.76,0.78,0.05,0.1,0.28
tract,NA,NA,09001090300,82.5,0.2,0.1,0.05,0.1,0.07,0.28,0.74,0.77,0.05,0.1,0.29
tract,NA,NA,09001090400,81,0.19,0.09,0.05,0.1,0.07,0.26,0.74,0.77,0.06,0.09,0.29
tract,NA,NA,09001090500,84.7,0.18,0.08,0.05,0.1,0.07,0.26,0.74,0.78,0.05,0.1,0.29
tract,NA,NA,09001090600,81,0.2,0.1,0.06,0.1,0.08,0.29,0.75,0.78,0.05,0.1,0.28
tract,NA,NA,09001090700,84.4,0.18,0.08,0.05,0.1,0.07,0.26,0.74,0.78,0.04,0.1,0.29
tract,NA,NA,09001100100,84.2,0.19,0.09,0.05,0.1,0.07,0.26,0.73,0.76,0.05,0.11,0.3
tract,NA,NA,09001100200,80,0.19,0.09,0.05,0.1,0.07,0.26,0.73,0.77,0.05,0.11,0.29
tract,NA,NA,09001100300,81,0.18,0.09,0.05,0.1,0.07,0.26,0.73,0.77,0.05,0.11,0.3
tract,NA,NA,09001105100,82,0.16,0.08,0.05,0.09,0.07,0.26,0.75,0.81,0.04,0.08,0.27
tract,NA,NA,09001105200,85.1,0.18,0.09,0.05,0.1,0.07,0.27,0.74,0.79,0.04,0.1,0.29
tract,NA,NA,09001110100,76.3,0.24,0.11,0.05,0.11,0.08,0.26,0.71,0.68,0.1,0.14,0.32
tract,NA,NA,09001110201,79.1,0.21,0.1,0.05,0.1,0.07,0.25,0.71,0.71,0.07,0.14,0.32
tract,NA,NA,09001110202,79.5,0.24,0.12,0.07,0.1,0.09,0.32,0.76,0.75,0.06,0.11,0.29
tract,NA,NA,09001110301,81.3,0.23,0.12,0.06,0.1,0.09,0.3,0.75,0.74,0.06,0.12,0.3
tract,NA,NA,09001110302,82.5,0.17,0.08,0.04,0.09,0.07,0.25,0.73,0.78,0.05,0.1,0.29
tract,NA,NA,09001110400,82.1,0.18,0.09,0.05,0.1,0.07,0.27,0.74,0.78,0.05,0.1,0.29
tract,NA,NA,09001110500,81.8,0.18,0.09,0.05,0.1,0.07,0.27,0.74,0.78,0.05,0.1,0.29
tract,NA,NA,09001110600,83.9,0.19,0.09,0.05,0.1,0.07,0.26,0.73,0.76,0.05,0.11,0.3
tract,NA,NA,09001200200,78.7,0.2,0.1,0.05,0.1,0.07,0.26,0.72,0.73,0.06,0.12,0.31
tract,NA,NA,09001200301,82,0.18,0.09,0.05,0.1,0.07,0.26,0.73,0.78,0.05,0.1,0.3
tract,NA,NA,09001200302,83,0.17,0.08,0.04,0.1,0.07,0.25,0.73,0.78,0.05,0.11,0.3
tract,NA,NA,09001205100,83.2,0.18,0.09,0.05,0.1,0.07,0.26,0.72,0.76,0.05,0.11,0.3
tract,NA,NA,09001205200,80.5,0.17,0.08,0.05,0.1,0.07,0.26,0.74,0.79,0.04,0.1,0.29
tract,NA,NA,09001205300,80.5,0.21,0.1,0.05,0.1,0.08,0.27,0.73,0.74,0.06,0.12,0.3
tract,NA,NA,09001210100,81.4,0.29,0.12,0.05,0.11,0.09,0.25,0.68,0.57,0.19,0.17,0.35
tract,NA,NA,09001210200,76.3,0.28,0.1,0.04,0.12,0.07,0.21,0.65,0.56,0.21,0.18,0.36
tract,NA,NA,09001210300,77.1,0.25,0.11,0.05,0.11,0.08,0.25,0.7,0.64,0.13,0.15,0.34
tract,NA,NA,09001210400,83.8,0.21,0.09,0.04,0.1,0.07,0.22,0.69,0.68,0.1,0.14,0.34
tract,NA,NA,09001210500,82.1,0.19,0.09,0.05,0.1,0.08,0.26,0.73,0.74,0.07,0.11,0.3
tract,NA,NA,09001210600,78.4,0.27,0.12,0.05,0.11,0.09,0.26,0.69,0.62,0.16,0.16,0.34
tract,NA,NA,09001210701,78.5,0.29,0.13,0.05,0.11,0.1,0.25,0.68,0.57,0.2,0.17,0.36
tract,NA,NA,09001210702,84,0.25,0.1,0.04,0.11,0.08,0.23,0.68,0.62,0.16,0.16,0.35
tract,NA,NA,09001210800,82.8,0.19,0.07,0.04,0.1,0.06,0.21,0.7,0.74,0.07,0.11,0.31
tract,NA,NA,09001210900,85.3,0.18,0.09,0.05,0.1,0.07,0.26,0.73,0.76,0.06,0.11,0.3
tract,NA,NA,09001211000,81.8,0.22,0.1,0.05,0.1,0.08,0.27,0.72,0.71,0.08,0.13,0.32
tract,NA,NA,09001211200,82.5,0.23,0.11,0.05,0.1,0.08,0.27,0.72,0.7,0.08,0.13,0.32
tract,NA,NA,09001211300,83.4,0.2,0.1,0.05,0.1,0.08,0.27,0.72,0.74,0.06,0.13,0.31
tract,NA,NA,09001211400,82.6,0.21,0.1,0.05,0.1,0.08,0.27,0.72,0.72,0.07,0.13,0.31
tract,NA,NA,09001220100,81.9,0.18,0.08,0.04,0.1,0.07,0.25,0.72,0.76,0.05,0.11,0.3
tract,NA,NA,09001220200,81.7,0.17,0.08,0.04,0.1,0.07,0.25,0.73,0.79,0.04,0.1,0.29
tract,NA,NA,09001220300,85.9,0.18,0.09,0.05,0.1,0.07,0.26,0.73,0.77,0.05,0.12,0.3
tract,NA,NA,09001230100,84.8,0.18,0.08,0.05,0.1,0.07,0.26,0.74,0.79,0.04,0.1,0.29
tract,NA,NA,09001230200,82.6,0.17,0.08,0.04,0.1,0.07,0.25,0.74,0.8,0.04,0.09,0.28
tract,NA,NA,09001230300,83.1,0.17,0.08,0.05,0.1,0.07,0.27,0.74,0.79,0.04,0.1,0.29
tract,NA,NA,09001230400,83.3,0.17,0.08,0.04,0.1,0.07,0.25,0.73,0.79,0.04,0.1,0.29
tract,NA,NA,09001230501,81.4,0.15,0.06,0.03,0.1,0.06,0.22,0.72,0.8,0.04,0.1,0.29
tract,NA,NA,09001230502,80.6,0.19,0.09,0.05,0.1,0.07,0.26,0.73,0.76,0.06,0.11,0.3
tract,NA,NA,09001240100,84.3,0.2,0.1,0.06,0.1,0.08,0.3,0.77,0.8,0.04,0.09,0.28
tract,NA,NA,09001240200,84.7,0.17,0.08,0.05,0.1,0.07,0.26,0.74,0.8,0.04,0.09,0.28
tract,NA,NA,09001245100,84.6,0.14,0.07,0.04,0.09,0.06,0.24,0.74,0.83,0.03,0.07,0.27
tract,NA,NA,09001245200,80.9,0.18,0.09,0.05,0.09,0.07,0.27,0.76,0.81,0.04,0.08,0.27
tract,NA,NA,09001245300,84.7,0.16,0.08,0.04,0.1,0.07,0.25,0.74,0.81,0.04,0.08,0.28
tract,NA,NA,09001245400,82.2,0.14,0.07,0.04,0.09,0.06,0.24,0.74,0.83,0.03,0.07,0.27
tract,NA,NA,09001245600,82.2,0.16,0.07,0.04,0.1,0.07,0.25,0.74,0.81,0.03,0.08,0.28
tract,NA,NA,09001257100,81.8,0.18,0.09,0.05,0.1,0.07,0.28,0.75,0.79,0.04,0.1,0.29
tract,NA,NA,09001257200,75.6,0.28,0.13,0.04,0.12,0.1,0.28,0.7,0.56,0.18,0.18,0.38
tract,NA,NA,09003330100,83.1,0.25,0.11,0.06,0.12,0.09,0.32,0.77,0.74,0.05,0.14,0.33
tract,NA,NA,09003400100,80.4,0.27,0.12,0.06,0.11,0.1,0.34,0.78,0.72,0.06,0.14,0.33
tract,NA,NA,09003400300,80.8,0.26,0.11,0.06,0.11,0.1,0.33,0.79,0.75,0.05,0.12,0.31
tract,NA,NA,09003405100,79.2,0.24,0.1,0.05,0.11,0.08,0.28,0.76,0.73,0.06,0.13,0.34
tract,NA,NA,09003405200,77.3,0.28,0.13,0.06,0.12,0.1,0.33,0.77,0.7,0.06,0.15,0.34
tract,NA,NA,09003405300,79.1,0.32,0.16,0.08,0.12,0.12,0.36,0.78,0.66,0.08,0.17,0.34
tract,NA,NA,09003405401,78.6,0.26,0.11,0.06,0.12,0.1,0.32,0.77,0.72,0.06,0.14,0.34
tract,NA,NA,09003405402,78.1,0.25,0.1,0.04,0.12,0.08,0.27,0.74,0.7,0.07,0.14,0.35
tract,NA,NA,09003405500,79.6,0.25,0.1,0.05,0.12,0.09,0.29,0.76,0.71,0.07,0.14,0.34
tract,NA,NA,09003405600,82,0.29,0.12,0.05,0.12,0.1,0.3,0.75,0.65,0.09,0.18,0.36
tract,NA,NA,09003405700,76,0.37,0.17,0.07,0.14,0.13,0.35,0.75,0.56,0.12,0.23,0.38
tract,NA,NA,09003405800,80.7,0.25,0.11,0.05,0.12,0.09,0.31,0.77,0.73,0.05,0.14,0.33
tract,NA,NA,09003405900,80.4,0.24,0.1,0.05,0.11,0.09,0.31,0.77,0.73,0.06,0.14,0.33
tract,NA,NA,09003406001,77,0.35,0.17,0.08,0.13,0.13,0.36,0.78,0.63,0.1,0.18,0.35
tract,NA,NA,09003406002,83.5,0.27,0.13,0.07,0.11,0.1,0.34,0.78,0.73,0.05,0.13,0.32
tract,NA,NA,09003406100,73,0.39,0.19,0.08,0.14,0.13,0.36,0.76,0.55,0.14,0.22,0.37
tract,NA,NA,09003410101,83.4,0.21,0.09,0.05,0.11,0.08,0.3,0.77,0.78,0.04,0.12,0.32
tract,NA,NA,09003410102,81.9,0.21,0.09,0.04,0.11,0.08,0.29,0.77,0.77,0.04,0.12,0.32
tract,NA,NA,09003415300,76.5,0.42,0.18,0.06,0.15,0.14,0.33,0.74,0.47,0.22,0.24,0.41
tract,NA,NA,09003415400,77.9,0.32,0.14,0.05,0.13,0.12,0.31,0.75,0.6,0.14,0.18,0.38
tract,NA,NA,09003415500,76.3,0.35,0.14,0.05,0.13,0.12,0.31,0.74,0.55,0.17,0.19,0.39
tract,NA,NA,09003415600,78.2,0.35,0.16,0.06,0.13,0.12,0.33,0.76,0.59,0.16,0.17,0.37
tract,NA,NA,09003415700,74.4,0.29,0.12,0.05,0.12,0.1,0.29,0.75,0.63,0.12,0.16,0.36
tract,NA,NA,09003415800,73.5,0.33,0.16,0.07,0.12,0.13,0.35,0.77,0.62,0.11,0.16,0.36
tract,NA,NA,09003415900,72.9,0.43,0.2,0.07,0.14,0.16,0.36,0.74,0.46,0.21,0.27,0.4
tract,NA,NA,09003416000,76,0.37,0.16,0.07,0.13,0.12,0.33,0.74,0.55,0.15,0.22,0.38
tract,NA,NA,09003416100,74.6,0.46,0.22,0.08,0.15,0.17,0.36,0.74,0.43,0.27,0.25,0.4
tract,NA,NA,09003416200,75.2,0.39,0.17,0.06,0.14,0.14,0.32,0.74,0.5,0.21,0.2,0.39
tract,NA,NA,09003416300,73.5,0.39,0.19,0.07,0.14,0.16,0.37,0.76,0.53,0.17,0.22,0.39
tract,NA,NA,09003416400,80.6,0.26,0.12,0.06,0.11,0.1,0.33,0.78,0.73,0.06,0.12,0.32
tract,NA,NA,09003416500,78.7,0.3,0.13,0.06,0.12,0.11,0.32,0.76,0.64,0.11,0.15,0.36
tract,NA,NA,09003416600,74.9,0.41,0.2,0.08,0.14,0.16,0.36,0.76,0.51,0.19,0.21,0.39
tract,NA,NA,09003416700,75.2,0.35,0.16,0.07,0.13,0.14,0.35,0.76,0.58,0.14,0.18,0.37
tract,NA,NA,09003416800,77.9,0.3,0.13,0.06,0.12,0.1,0.31,0.76,0.66,0.1,0.15,0.35
tract,NA,NA,09003417100,71.5,0.43,0.21,0.08,0.13,0.18,0.38,0.75,0.46,0.23,0.23,0.4
tract,NA,NA,09003417200,80.2,0.29,0.09,0.04,0.13,0.08,0.23,0.72,0.64,0.1,0.14,0.35
tract,NA,NA,09003417400,77.1,0.24,0.09,0.05,0.11,0.08,0.28,0.76,0.74,0.06,0.09,0.32
tract,NA,NA,09003417500,82,0.3,0.14,0.07,0.12,0.11,0.34,0.77,0.68,0.08,0.14,0.34
tract,NA,NA,09003420400,84.3,0.24,0.1,0.05,0.11,0.09,0.31,0.77,0.74,0.05,0.13,0.33
tract,NA,NA,09003420500,77.4,0.28,0.12,0.06,0.12,0.1,0.31,0.76,0.68,0.07,0.16,0.35
tract,NA,NA,09003420600,79.4,0.29,0.13,0.06,0.12,0.1,0.34,0.77,0.7,0.07,0.14,0.33
tract,NA,NA,09003420700,78.2,0.27,0.12,0.06,0.12,0.1,0.32,0.76,0.7,0.06,0.16,0.34
tract,NA,NA,09003430100,79.6,0.29,0.13,0.07,0.12,0.1,0.33,0.77,0.69,0.06,0.15,0.34
tract,NA,NA,09003430201,78.6,0.24,0.1,0.05,0.11,0.09,0.31,0.77,0.74,0.05,0.13,0.33
tract,NA,NA,09003430202,79.9,0.22,0.1,0.05,0.11,0.09,0.31,0.78,0.77,0.04,0.11,0.32
tract,NA,NA,09003430203,83.2,0.27,0.13,0.07,0.11,0.11,0.37,0.8,0.76,0.04,0.11,0.3
tract,NA,NA,09003430301,80.6,0.22,0.09,0.05,0.11,0.08,0.3,0.78,0.78,0.04,0.11,0.31
tract,NA,NA,09003430302,81.6,0.25,0.11,0.06,0.11,0.09,0.32,0.77,0.74,0.05,0.14,0.33
tract,NA,NA,09003430400,80.6,0.25,0.11,0.06,0.11,0.09,0.32,0.78,0.75,0.05,0.12,0.32
tract,NA,NA,09003430500,80.1,0.21,0.09,0.05,0.11,0.08,0.29,0.77,0.77,0.04,0.12,0.32
tract,NA,NA,09003430601,79.7,0.28,0.13,0.06,0.12,0.1,0.34,0.78,0.71,0.06,0.14,0.33
tract,NA,NA,09003430602,82.8,0.23,0.1,0.05,0.11,0.09,0.3,0.77,0.75,0.05,0.13,0.33
tract,NA,NA,09003460100,80.2,0.29,0.14,0.08,0.11,0.12,0.38,0.81,0.75,0.05,0.1,0.3
tract,NA,NA,09003460202,82.4,0.22,0.09,0.05,0.11,0.09,0.3,0.78,0.77,0.04,0.1,0.31
tract,NA,NA,09003460203,81.8,0.23,0.1,0.06,0.11,0.09,0.32,0.79,0.78,0.04,0.09,0.3
tract,NA,NA,09003460204,82.9,0.24,0.11,0.06,0.11,0.1,0.32,0.78,0.75,0.04,0.11,0.32
tract,NA,NA,09003460301,83.3,0.2,0.09,0.05,0.11,0.08,0.29,0.78,0.79,0.04,0.1,0.31
tract,NA,NA,09003460302,79,0.23,0.1,0.05,0.11,0.09,0.31,0.78,0.76,0.04,0.11,0.31
tract,NA,NA,09003462102,81.4,0.17,0.07,0.04,0.1,0.07,0.27,0.78,0.81,0.03,0.08,0.3
tract,NA,NA,09003462201,81.7,0.24,0.11,0.06,0.11,0.09,0.33,0.8,0.78,0.04,0.1,0.31
tract,NA,NA,09003462202,88.1,0.19,0.08,0.05,0.1,0.08,0.31,0.79,0.81,0.03,0.07,0.29
tract,NA,NA,09003464102,81.9,0.24,0.11,0.06,0.11,0.09,0.32,0.78,0.76,0.04,0.11,0.31
tract,NA,NA,09003466101,82.3,0.2,0.09,0.05,0.1,0.08,0.31,0.79,0.81,0.03,0.08,0.29
tract,NA,NA,09003466102,84.1,0.18,0.07,0.04,0.1,0.07,0.28,0.78,0.8,0.03,0.09,0.3
tract,NA,NA,09003466201,82,0.22,0.1,0.05,0.11,0.09,0.31,0.79,0.78,0.04,0.1,0.31
tract,NA,NA,09003466202,82.9,0.22,0.1,0.06,0.11,0.09,0.33,0.8,0.79,0.03,0.1,0.3
tract,NA,NA,09003466300,79.9,0.2,0.09,0.05,0.11,0.08,0.3,0.78,0.8,0.03,0.09,0.3
tract,NA,NA,09003466400,84.6,0.23,0.1,0.05,0.11,0.09,0.31,0.77,0.75,0.05,0.12,0.32
tract,NA,NA,09003468101,80.8,0.2,0.09,0.05,0.11,0.08,0.3,0.78,0.79,0.04,0.11,0.31
tract,NA,NA,09003468102,81.5,0.25,0.12,0.06,0.11,0.1,0.34,0.79,0.76,0.04,0.12,0.31
tract,NA,NA,09003470100,83.4,0.23,0.1,0.05,0.11,0.09,0.31,0.78,0.76,0.04,0.12,0.32
tract,NA,NA,09003471100,77,0.3,0.15,0.06,0.13,0.15,0.43,0.83,0.66,0.07,0.14,0.42
tract,NA,NA,09003471200,78.4,0.34,0.18,0.07,0.14,0.17,0.45,0.83,0.6,0.09,0.17,0.43
tract,NA,NA,09003471300,81.5,0.29,0.15,0.07,0.12,0.14,0.41,0.82,0.69,0.06,0.12,0.37
tract,NA,NA,09003471400,82.1,0.28,0.14,0.07,0.11,0.13,0.41,0.83,0.75,0.05,0.1,0.33
tract,NA,NA,09003471500,80.2,0.31,0.15,0.07,0.12,0.13,0.42,0.84,0.71,0.06,0.11,0.37
tract,NA,NA,09003473100,79.4,0.28,0.14,0.06,0.12,0.12,0.38,0.81,0.7,0.06,0.12,0.37
tract,NA,NA,09003473400,77.6,0.26,0.12,0.06,0.12,0.1,0.34,0.78,0.72,0.06,0.13,0.34
tract,NA,NA,09003473501,80.6,0.21,0.1,0.05,0.11,0.1,0.33,0.8,0.77,0.04,0.1,0.33
tract,NA,NA,09003473502,80.6,0.23,0.1,0.05,0.12,0.1,0.32,0.79,0.75,0.05,0.12,0.34
tract,NA,NA,09003473601,78.8,0.23,0.1,0.06,0.11,0.1,0.34,0.8,0.77,0.04,0.1,0.32
tract,NA,NA,09003473602,78.6,0.25,0.11,0.05,0.11,0.1,0.3,0.76,0.69,0.07,0.13,0.35
tract,NA,NA,09003473700,82.3,0.28,0.13,0.06,0.13,0.12,0.36,0.8,0.67,0.07,0.14,0.38
tract,NA,NA,09003473800,80.5,0.27,0.12,0.05,0.13,0.12,0.36,0.8,0.67,0.07,0.14,0.41
tract,NA,NA,09003476100,77.9,0.29,0.13,0.06,0.12,0.1,0.33,0.77,0.67,0.07,0.16,0.35
tract,NA,NA,09003476200,80.2,0.27,0.12,0.06,0.11,0.1,0.34,0.78,0.72,0.06,0.14,0.33
tract,NA,NA,09003476300,79.5,0.26,0.12,0.06,0.11,0.1,0.32,0.77,0.72,0.06,0.14,0.34
tract,NA,NA,09003477101,80.9,0.21,0.09,0.05,0.11,0.08,0.31,0.78,0.79,0.04,0.1,0.3
tract,NA,NA,09003477102,80.5,0.24,0.09,0.05,0.1,0.08,0.29,0.75,0.72,0.07,0.13,0.34
tract,NA,NA,09003477200,82.5,0.23,0.1,0.06,0.11,0.09,0.32,0.78,0.76,0.04,0.12,0.32
tract,NA,NA,09003480300,80.3,0.28,0.13,0.06,0.12,0.1,0.33,0.76,0.68,0.07,0.17,0.35
tract,NA,NA,09003480400,81.5,0.28,0.12,0.06,0.12,0.1,0.34,0.78,0.71,0.06,0.15,0.34
tract,NA,NA,09003480500,79.7,0.28,0.12,0.06,0.12,0.09,0.31,0.75,0.68,0.07,0.16,0.35
tract,NA,NA,09003480600,75.8,0.32,0.13,0.05,0.13,0.1,0.29,0.73,0.58,0.11,0.21,0.38
tract,NA,NA,09003480700,77.7,0.37,0.19,0.09,0.13,0.14,0.4,0.8,0.65,0.08,0.16,0.34
tract,NA,NA,09003480800,79.1,0.25,0.11,0.06,0.11,0.09,0.31,0.77,0.74,0.05,0.12,0.32
tract,NA,NA,09003480900,79.1,0.26,0.11,0.06,0.11,0.09,0.32,0.78,0.74,0.05,0.13,0.33
tract,NA,NA,09003481000,81.3,0.22,0.09,0.05,0.11,0.09,0.3,0.77,0.76,0.04,0.12,0.32
tract,NA,NA,09003481100,80.1,0.27,0.12,0.06,0.12,0.1,0.33,0.77,0.72,0.06,0.14,0.33
tract,NA,NA,09003481200,80,0.24,0.11,0.05,0.11,0.09,0.31,0.77,0.74,0.05,0.12,0.33
tract,NA,NA,09003481300,78.3,0.25,0.11,0.06,0.11,0.1,0.32,0.77,0.74,0.05,0.13,0.33
tract,NA,NA,09003484100,77.8,0.24,0.1,0.06,0.11,0.09,0.32,0.78,0.74,0.05,0.12,0.33
tract,NA,NA,09003484200,80.7,0.26,0.12,0.06,0.12,0.1,0.32,0.77,0.71,0.06,0.14,0.34
tract,NA,NA,09003487100,80.2,0.22,0.09,0.05,0.11,0.09,0.3,0.78,0.77,0.04,0.11,0.32
tract,NA,NA,09003487201,83.9,0.26,0.12,0.06,0.11,0.1,0.35,0.79,0.74,0.05,0.12,0.32
tract,NA,NA,09003487202,81.3,0.18,0.07,0.04,0.1,0.08,0.27,0.77,0.8,0.03,0.09,0.31
tract,NA,NA,09003487300,77.5,0.29,0.14,0.07,0.11,0.12,0.37,0.79,0.71,0.06,0.14,0.33
tract,NA,NA,09003487400,81.2,0.23,0.1,0.06,0.11,0.09,0.32,0.79,0.77,0.04,0.1,0.31
tract,NA,NA,09003487500,81.3,0.24,0.1,0.05,0.11,0.09,0.31,0.78,0.75,0.05,0.11,0.32
tract,NA,NA,09003490100,78.9,0.24,0.1,0.05,0.11,0.09,0.3,0.77,0.74,0.05,0.12,0.33
tract,NA,NA,09003490302,82.2,0.22,0.09,0.05,0.1,0.08,0.29,0.77,0.76,0.04,0.1,0.32
tract,NA,NA,09003492200,79.6,0.26,0.12,0.06,0.11,0.1,0.32,0.78,0.73,0.06,0.12,0.32
tract,NA,NA,09003492300,81.8,0.29,0.13,0.06,0.12,0.11,0.33,0.77,0.69,0.08,0.14,0.34
tract,NA,NA,09003492400,83.4,0.25,0.11,0.06,0.11,0.1,0.33,0.79,0.76,0.05,0.11,0.31
tract,NA,NA,09003492500,81.3,0.25,0.11,0.06,0.11,0.1,0.34,0.8,0.78,0.04,0.1,0.3
tract,NA,NA,09003492600,84.1,0.26,0.12,0.07,0.11,0.1,0.36,0.8,0.77,0.04,0.1,0.3
tract,NA,NA,09003494100,82.3,0.24,0.1,0.05,0.11,0.09,0.3,0.77,0.73,0.06,0.12,0.33
tract,NA,NA,09003494201,80.4,0.29,0.14,0.07,0.11,0.11,0.36,0.79,0.71,0.06,0.13,0.33
tract,NA,NA,09003494202,82.9,0.2,0.08,0.04,0.11,0.08,0.28,0.77,0.79,0.04,0.09,0.31
tract,NA,NA,09003494300,80.8,0.28,0.13,0.06,0.12,0.1,0.33,0.77,0.7,0.07,0.14,0.34
tract,NA,NA,09003494400,80.5,0.27,0.13,0.06,0.11,0.1,0.34,0.78,0.73,0.06,0.12,0.32
tract,NA,NA,09003494500,81.4,0.24,0.1,0.05,0.11,0.09,0.31,0.77,0.74,0.05,0.12,0.33
tract,NA,NA,09003494600,79.2,0.26,0.12,0.06,0.11,0.1,0.33,0.78,0.73,0.06,0.12,0.32
tract,NA,NA,09003496100,79.9,0.29,0.13,0.05,0.12,0.12,0.31,0.76,0.62,0.11,0.16,0.38
tract,NA,NA,09003496200,81.9,0.26,0.12,0.06,0.11,0.1,0.32,0.78,0.74,0.06,0.11,0.32
tract,NA,NA,09003496300,83.2,0.21,0.09,0.04,0.11,0.08,0.28,0.77,0.77,0.05,0.1,0.31
tract,NA,NA,09003496400,83,0.21,0.09,0.05,0.1,0.09,0.31,0.79,0.8,0.04,0.09,0.3
tract,NA,NA,09003496500,81.8,0.17,0.07,0.04,0.1,0.07,0.28,0.78,0.82,0.03,0.07,0.29
tract,NA,NA,09003496600,83.1,0.22,0.1,0.06,0.1,0.1,0.34,0.81,0.8,0.03,0.08,0.29
tract,NA,NA,09003496700,79.9,0.25,0.1,0.04,0.12,0.09,0.28,0.75,0.68,0.08,0.13,0.35
tract,NA,NA,09003496800,80,0.24,0.1,0.04,0.11,0.09,0.28,0.76,0.71,0.08,0.12,0.35
tract,NA,NA,09003496900,85.6,0.21,0.08,0.04,0.11,0.07,0.26,0.76,0.77,0.05,0.09,0.31
tract,NA,NA,09003497000,86.2,0.19,0.08,0.05,0.1,0.08,0.3,0.79,0.81,0.03,0.08,0.29
tract,NA,NA,09003497100,80.5,0.26,0.12,0.06,0.11,0.09,0.32,0.78,0.74,0.05,0.1,0.31
tract,NA,NA,09003497200,77.9,0.27,0.12,0.07,0.11,0.09,0.33,0.81,0.8,0.04,0.07,0.28
tract,NA,NA,09003497300,82,0.24,0.11,0.06,0.11,0.09,0.32,0.8,0.78,0.04,0.08,0.3
tract,NA,NA,09003497400,85.9,0.19,0.08,0.05,0.1,0.08,0.3,0.8,0.82,0.03,0.07,0.28
tract,NA,NA,09003497500,81.1,0.27,0.13,0.07,0.11,0.12,0.38,0.81,0.76,0.04,0.1,0.3
